Date,CloseUSD
1967-05-23,14.85619995
1967-05-24,14.79589966
1967-05-24,527.099976
1967-05-25,532.280029
1967-05-25,14.81579956
1967-05-26,14.7475
1967-05-26,531.330017
1967-05-29,528.580017
1967-05-29,14.90819946
1967-05-30,14.955699460000002
1967-05-31,519.909973
1967-05-31,15.05939941
1967-06-01,526.25
1967-06-01,15.02780029
1967-06-02,524.030029
1967-06-02,15.02780029
1967-06-05,515.359985
1967-06-05,14.886899410000002
1967-06-06,525.409973
1967-06-06,14.83040039
1967-06-07,530.059998
1967-06-07,14.76900024
1967-06-08,533.02002
1967-06-08,14.90579956
1967-06-09,534.5
1967-06-09,14.87790039
1967-06-12,537.669983
1967-06-12,14.87800049
1967-06-13,14.79040039
1967-06-13,540.849976
1967-06-14,539.890015
1967-06-14,14.80359985
1967-06-15,14.7525
1967-06-15,540.73999
1967-06-16,14.784799800000002
1967-06-16,540.950012
1967-06-19,14.784799800000002
1967-06-19,541.059998
1967-06-20,540.849976
1967-06-20,14.70709961
1967-06-21,14.77449951
1967-06-21,539.580017
1967-06-22,14.74290039
1967-06-22,538.409973
1967-06-23,14.74030029
1967-06-23,538.630005
1967-06-26,536.51001
1967-06-26,14.89449951
1967-06-27,14.90630005
1967-06-27,534.609985
1967-06-28,14.86160034
1967-06-28,534.929993
1967-06-29,14.94420044
1967-06-29,532.390015
1967-06-30,14.94180054
1967-06-30,531.539978
1967-07-03,14.94439941
1967-07-03,533.22998
1967-07-04,14.94439941
1967-07-05,14.89280029
1967-07-05,535.97998
1967-07-06,14.8673999
1967-07-06,535.77002
1967-07-07,538.309998
1967-07-07,14.77160034
1967-07-10,540.950012
1967-07-10,14.8198999
1967-07-11,543.380005
1967-07-11,14.75660034
1967-07-12,14.7775
1967-07-12,543.380005
1967-07-13,543.700012
1967-07-13,14.82650024
1967-07-14,545.599976
1967-07-14,14.80819946
1967-07-17,14.81550049
1967-07-17,545.919983
1967-07-18,549.830017
1967-07-18,14.8123999
1967-07-19,550.469971
1967-07-19,14.8123999
1967-07-20,551.309998
1967-07-21,551.73999
1967-07-21,14.94069946
1967-07-24,549.830017
1967-07-24,14.94209961
1967-07-25,14.89339966
1967-07-25,549.830017
1967-07-26,552.159973
1967-07-26,14.88109985
1967-07-27,554.059998
1967-07-27,14.8647998
1967-07-28,14.83630005
1967-07-28,555.119995
1967-07-31,14.76329956
1967-07-31,556.710022
1967-08-01,560.090027
1967-08-01,14.6172998
1967-08-02,562.099976
1967-08-02,14.4602002
1967-08-03,561.359985
1967-08-03,14.4602002
1967-08-04,562.72998
